#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
2.00159e+14	6.2826e+03	2.633e-21	2.7826e+01	3.0249e+01	1.0570e-15	6.2206e-04	9.9938e-01	3.3545e-03	9.8692e-01	9.7287e-03	1.7811e-20	1.0077e-05	5.8854e-02	9.3687e-01	4.2649e-03	7.0905e-05	1.6479e-01	8.3095e-01	4.1878e-03	1.1755e-36	1.1755e-36	1.7582e-28	0.00e+00	0.00e+00	4.3742e-05
1.20095e+15	6.2818e+03	2.633e-21	2.7826e+01	3.0247e+01	1.0573e-15	6.2196e-04	9.9938e-01	3.3543e-03	9.8692e-01	9.7212e-03	1.7793e-20	1.0071e-05	5.8849e-02	9.3686e-01	4.2758e-03	7.0860e-05	1.6472e-01	8.3104e-01	4.1730e-03	1.1755e-36	1.1755e-36	1.7559e-28	0.00e+00	0.00e+00	2.1868e-04
5.20413e+15	6.2802e+03	2.632e-21	2.7826e+01	3.0247e+01	1.0582e-15	6.2181e-04	9.9938e-01	3.3547e-03	9.8699e-01	9.6596e-03	1.7776e-20	1.0062e-05	5.8851e-02	9.3687e-01	4.2723e-03	7.0833e-05	1.6469e-01	8.3112e-01	4.1123e-03	1.1755e-36	1.1755e-36	1.7535e-28	0.00e+00	0.00e+00	9.1828e-04
2.12169e+16	6.2751e+03	2.630e-21	2.7826e+01	3.0246e+01	1.0621e-15	6.2170e-04	9.9938e-01	3.3579e-03	9.8731e-01	9.3364e-03	1.7784e-20	1.0052e-05	5.8891e-02	9.3685e-01	4.2446e-03	7.0885e-05	1.6478e-01	8.3127e-01	3.8787e-03	1.1755e-36	1.1755e-36	1.7517e-28	0.00e+00	0.00e+00	3.7161e-03
5.06803e+16	6.2604e+03	2.621e-21	2.7826e+01	3.0245e+01	1.0680e-15	6.1983e-04	9.9938e-01	3.3580e-03	9.8750e-01	9.1452e-03	1.7659e-20	1.0006e-05	5.8900e-02	9.3687e-01	4.2200e-03	7.0733e-05	1.6474e-01	8.3163e-01	3.5593e-03	1.1755e-36	1.1755e-36	1.7301e-28	0.00e+00	0.00e+00	7.3424e-03
8.89827e+16	6.2426e+03	2.612e-21	2.7826e+01	3.0244e+01	1.0748e-15	6.1817e-04	9.9938e-01	3.3611e-03	9.8801e-01	8.6248e-03	1.7528e-20	9.9799e-06	5.8943e-02	9.3688e-01	4.1677e-03	7.0685e-05	1.6486e-01	8.3190e-01	3.1741e-03	1.1755e-36	1.1755e-36	1.7023e-28	0.00e+00	0.00e+00	1.2044e-02
1.38776e+17	6.2223e+03	2.601e-21	2.7826e+01	3.0242e+01	1.0817e-15	6.1645e-04	9.9938e-01	3.3663e-03	9.8884e-01	7.7925e-03	1.7382e-20	9.9609e-06	5.9008e-02	9.3689e-01	4.0906e-03	7.0711e-05	1.6512e-01	8.3209e-01	2.7271e-03	1.1755e-36	1.1755e-36	1.6693e-28	0.00e+00	0.00e+00	1.8139e-02
2.03507e+17	6.1967e+03	2.590e-21	2.7826e+01	3.0241e+01	1.0953e-15	6.1482e-04	9.9939e-01	3.3750e-03	9.8996e-01	6.6612e-03	1.7300e-20	9.9508e-06	5.9117e-02	9.3688e-01	3.9881e-03	7.0877e-05	1.6562e-01	8.3208e-01	2.2311e-03	1.1755e-36	1.1755e-36	1.6426e-28	0.00e+00	0.00e+00	2.6042e-02
2.87657e+17	6.1703e+03	2.575e-21	2.7826e+01	3.0238e+01	1.1096e-15	6.1291e-04	9.9939e-01	3.3854e-03	9.9131e-01	5.3010e-03	1.7244e-20	9.9450e-06	5.9249e-02	9.3688e-01	3.8661e-03	7.1151e-05	1.6637e-01	8.3185e-01	1.7127e-03	1.1755e-36	1.1755e-36	1.6184e-28	0.00e+00	0.00e+00	3.6283e-02
3.97053e+17	6.1371e+03	2.559e-21	2.7826e+01	3.0234e+01	1.1257e-15	6.1120e-04	9.9939e-01	3.4001e-03	9.9276e-01	3.8441e-03	1.7164e-20	9.9527e-06	5.9450e-02	9.3681e-01	3.7295e-03	7.1665e-05	1.6753e-01	8.3119e-01	1.2105e-03	1.1755e-36	1.1755e-36	1.5807e-28	0.00e+00	0.00e+00	4.9560e-02
